account_id,awg_engagement_rate,comment_engagement_rate,like_engagement_rate,followers,following,likes,top_videos,url,geografia,rango_edad_prioritario,porcentaje_mujeres,porcentaje_hombres,tópico 1,tópico 2,Rango de precio
bvmonmi,0.5555555555555556,0.0462962962962962,0.5092592592592593,934,3360,55,https://www.tiktok.com/@bvmonmi/video/6817342502941592838,https://www.tiktok.com/@bvmonmi,"Castilla y León, Valladolid",35-44,93.99,6.01,Videojuegos,Ciencia y Tecnología,30 – 150€
bvhmultil,0.32,0.04,0.28,821,23,7,https://www.tiktok.com/@bvhmultil/video/6998353194401238277,https://www.tiktok.com/@bvhmultil,"Comunidad Valenciana, Valencia",25-34,77.91,22.09,Animales,Medio Ambiente,30 – 150€
kristina.innit,1.0953395562770565,0.0481601731601731,1.047179383116883,8448,21,375200,"https://www.tiktok.com/@kristina.innit/video/7025093671095749893,https://www.tiktok.com/@kristina.innit/video/7022501048468212998,https://www.tiktok.com/@kristina.innit/video/7021727443157306629,https://www.tiktok.com/@kristina.innit/video/7019135964064861445,https://www.tiktok.com/@kristina.innit/video/7018803092913229061,https://www.tiktok.com/@kristina.innit/video/7018411654950046982,https://www.tiktok.com/@kristina.innit/video/7015820090868337926,https://www.tiktok.com/@kristina.innit/video/7015437558922497285,https://www.tiktok.com/@kristina.innit/video/7015070808179625221,https://www.tiktok.com/@kristina.innit/video/7013943865312890118,https://www.tiktok.com/@kristina.innit/video/7013598016774999301,https://www.tiktok.com/@kristina.innit/video/7013201263806516485,https://www.tiktok.com/@kristina.innit/video/7012862895713242373,https://www.tiktok.com/@kristina.innit/video/7012473057109462277,https://www.tiktok.com/@kristina.innit/video/7011349650485693701,https://www.tiktok.com/@kristina.innit/video/7011349152873401606,https://www.tiktok.com/@kristina.innit/video/7010984168674921733,https://www.tiktok.com/@kristina.innit/video/7010621211357007110,https://www.tiktok.com/@kristina.innit/video/7010235822037290245,https://www.tiktok.com/@kristina.innit/video/7010235754211249413,https://www.tiktok.com/@kristina.innit/video/7009139256560078086,https://www.tiktok.com/@kristina.innit/video/7008759911010061574,https://www.tiktok.com/@kristina.innit/video/7008012094436117765,https://www.tiktok.com/@kristina.innit/video/7007650067251236102,https://www.tiktok.com/@kristina.innit/video/7007300755308825861,https://www.tiktok.com/@kristina.innit/video/7006910793744731398,https://www.tiktok.com/@kristina.innit/video/7006910759145966853,https://www.tiktok.com/@kristina.innit/video/7006157682012949766,https://www.tiktok.com/@kristina.innit/video/7006157624014114054,https://www.tiktok.com/@kristina.innit/video/7005807902522969349,https://www.tiktok.com/@kristina.innit/video/7005807869778054406,https://www.tiktok.com/@kristina.innit/video/7005419139254816006,https://www.tiktok.com/@kristina.innit/video/7005419066252856581,https://www.tiktok.com/@kristina.innit/video/7005419015468240134,https://www.tiktok.com/@kristina.innit/video/7004697927528516870",https://www.tiktok.com/@undefined,"Asturias, Oviedo",25-34,68.99,31.01,Cine y Series,Videojuegos,30 – 150€
laura_pigeon,0.0222589822194972,0.000172900061312,0.0220860821581851,116500,300,3500000,"https://www.tiktok.com/@laura_pigeon/video/7266005430680243461,https://www.tiktok.com/@laura_pigeon/video/7265662508646534405,https://www.tiktok.com/@laura_pigeon/video/7264728997043473669,https://www.tiktok.com/@laura_pigeon/video/7264680618426895622,https://www.tiktok.com/@laura_pigeon/video/7263798196139232517,https://www.tiktok.com/@laura_pigeon/video/7263498930959289606,https://www.tiktok.com/@laura_pigeon/video/7262684572775697669,https://www.tiktok.com/@laura_pigeon/video/7262443545640865030,https://www.tiktok.com/@laura_pigeon/video/7262340282203655429,https://www.tiktok.com/@laura_pigeon/video/7262125251025243398,https://www.tiktok.com/@laura_pigeon/video/7261918770019519749,https://www.tiktok.com/@laura_pigeon/video/7261582446053969158,https://www.tiktok.com/@laura_pigeon/video/7261167054865075461,https://www.tiktok.com/@laura_pigeon/video/7260845546871573765,https://www.tiktok.com/@laura_pigeon/video/7260664454495653126,https://www.tiktok.com/@laura_pigeon/video/7260309370225822981,https://www.tiktok.com/@laura_pigeon/video/7260307880073612549,https://www.tiktok.com/@laura_pigeon/video/7259925092279274758,https://www.tiktok.com/@laura_pigeon/video/7259792800546295046,https://www.tiktok.com/@laura_pigeon/video/7259386881735953669,https://www.tiktok.com/@laura_pigeon/video/7258731078125489413,https://www.tiktok.com/@laura_pigeon/video/7258722019431304453,https://www.tiktok.com/@laura_pigeon/video/7258604473004641542,https://www.tiktok.com/@laura_pigeon/video/7258420997177527558,https://www.tiktok.com/@laura_pigeon/video/7257834502196645126,https://www.tiktok.com/@laura_pigeon/video/7257486612915899654,https://www.tiktok.com/@laura_pigeon/video/7257125576526269702,https://www.tiktok.com/@laura_pigeon/video/7256763821669240070,https://www.tiktok.com/@laura_pigeon/video/7255960745706261765,https://www.tiktok.com/@laura_pigeon/video/7255731759994686726,https://www.tiktok.com/@laura_pigeon/video/7255226452990348549,https://www.tiktok.com/@laura_pigeon/video/7254662324928220422,https://www.tiktok.com/@laura_pigeon/video/7254568715826613510,https://www.tiktok.com/@laura_pigeon/video/7254383237408083206,https://www.tiktok.com/@laura_pigeon/video/7254328521919614213",https://www.tiktok.com/@undefined,"Aragón, Zaragoza",35-44,73.66,26.34,Medio Ambiente,Animales,"500 – 1,500€"
xanti_channel,0.0119686013157216,0.0007248492760095,0.0112437520397121,8317,97,105400,"https://www.tiktok.com/@xanti_channel/video/7161362684838038785,https://www.tiktok.com/@xanti_channel/video/7158000191461690626,https://www.tiktok.com/@xanti_channel/video/7157998256046230785,https://www.tiktok.com/@xanti_channel/video/7157996965077273857,https://www.tiktok.com/@xanti_channel/video/7109167428164226305,https://www.tiktok.com/@xanti_channel/video/7108787765508148481,https://www.tiktok.com/@xanti_channel/video/7108422656390597890,https://www.tiktok.com/@xanti_channel/video/7107247005973433602,https://www.tiktok.com/@xanti_channel/video/7106757900940430594,https://www.tiktok.com/@xanti_channel/video/7106594606090849537,https://www.tiktok.com/@xanti_channel/video/7105800511034608897,https://www.tiktok.com/@xanti_channel/video/7105396647143820545,https://www.tiktok.com/@xanti_channel/video/7105396060339588353,https://www.tiktok.com/@xanti_channel/video/7103560479066344705,https://www.tiktok.com/@xanti_channel/video/7103182049346882817,https://www.tiktok.com/@xanti_channel/video/7101971022559120642,https://www.tiktok.com/@xanti_channel/video/7099179099247168769,https://www.tiktok.com/@xanti_channel/video/7099178766643105025,https://www.tiktok.com/@xanti_channel/video/7096816793578179841,https://www.tiktok.com/@xanti_channel/video/7096816545388596481,https://www.tiktok.com/@xanti_channel/video/7095762430667672834,https://www.tiktok.com/@xanti_channel/video/7095300780948868354,https://www.tiktok.com/@xanti_channel/video/7094711248729787650,https://www.tiktok.com/@xanti_channel/video/7094710896659926273,https://www.tiktok.com/@xanti_channel/video/7094496076601904386,https://www.tiktok.com/@xanti_channel/video/7093980162160692481,https://www.tiktok.com/@xanti_channel/video/7093227219765447938,https://www.tiktok.com/@xanti_channel/video/7090931507929435394,https://www.tiktok.com/@xanti_channel/video/7089522154844261634,https://www.tiktok.com/@xanti_channel/video/7089371920990276866,https://www.tiktok.com/@xanti_channel/video/7088413735496191233,https://www.tiktok.com/@xanti_channel/video/7088278633470577921,https://www.tiktok.com/@xanti_channel/video/7088263260738211074,https://www.tiktok.com/@xanti_channel/video/7087914884314205442,https://www.tiktok.com/@xanti_channel/video/7087623247025491201",https://www.tiktok.com/@undefined,"La Rioja, Logroño",35-44,88.56,11.44,Viajes,Alimentación y Recetas,30 – 150€
alexistiptonva,0.18635276457343,0.0018308731548661,0.1845218914185639,57100,1675,570200,"https://www.tiktok.com/@alexistiptonva/video/7189762257499344170,https://www.tiktok.com/@alexistiptonva/video/7098009447372524846,https://www.tiktok.com/@alexistiptonva/video/7097734655016701230,https://www.tiktok.com/@alexistiptonva/video/7050528770834402565,https://www.tiktok.com/@alexistiptonva/video/6927357892492266757,https://www.tiktok.com/@alexistiptonva/video/6916658463913364742,https://www.tiktok.com/@alexistiptonva/video/6904765663273946373,https://www.tiktok.com/@alexistiptonva/video/6877352041090534662,https://www.tiktok.com/@alexistiptonva/video/6876611025228090629,https://www.tiktok.com/@alexistiptonva/video/6873913086563093766,https://www.tiktok.com/@alexistiptonva/video/6873909939987877125,https://www.tiktok.com/@alexistiptonva/video/6873908856515235078,https://www.tiktok.com/@alexistiptonva/video/6872764359546850566,https://www.tiktok.com/@alexistiptonva/video/6872419055190478086,https://www.tiktok.com/@alexistiptonva/video/6872407177500364038,https://www.tiktok.com/@alexistiptonva/video/6870590455818538246,https://www.tiktok.com/@alexistiptonva/video/6870553629686877446,https://www.tiktok.com/@alexistiptonva/video/6870549475493039365,https://www.tiktok.com/@alexistiptonva/video/6868727021460147461,https://www.tiktok.com/@alexistiptonva/video/6868395511372631302,https://www.tiktok.com/@alexistiptonva/video/6868334436312812805,https://www.tiktok.com/@alexistiptonva/video/6867298107877494021,https://www.tiktok.com/@alexistiptonva/video/6867288544629542150,https://www.tiktok.com/@alexistiptonva/video/6867263125696171270,https://www.tiktok.com/@alexistiptonva/video/6841345298925686022,https://www.tiktok.com/@alexistiptonva/video/6839160387460500741,https://www.tiktok.com/@alexistiptonva/video/6837137829089365253,https://www.tiktok.com/@alexistiptonva/video/6833551907710160133,https://www.tiktok.com/@alexistiptonva/video/6831990989113085189,https://www.tiktok.com/@alexistiptonva/video/6831969437055290629,https://www.tiktok.com/@alexistiptonva/video/6831352280952950022,https://www.tiktok.com/@alexistiptonva/video/6831316232923254022,https://www.tiktok.com/@alexistiptonva/video/6831294135555673350,https://www.tiktok.com/@alexistiptonva/video/6831201795730066694,https://www.tiktok.com/@alexistiptonva/video/6830556714559966470",https://www.tiktok.com/@undefined,"Andalucía, Sevilla",25-34,69.25,30.75,Cine y Series,Videojuegos,"500 – 1,500€"
jogikhurana1,0.0129106035049601,0.0010692129563452,0.0118413905486148,4997,368,34100,"https://www.tiktok.com/@jogikhurana1/video/7256094339913239814,https://www.tiktok.com/@jogikhurana1/video/7238748842584280325,https://www.tiktok.com/@jogikhurana1/video/7238748254530309382,https://www.tiktok.com/@jogikhurana1/video/7206464422011882757,https://www.tiktok.com/@jogikhurana1/video/7199689093830249733,https://www.tiktok.com/@jogikhurana1/video/7197307918142803206,https://www.tiktok.com/@jogikhurana1/video/7176948199972818182,https://www.tiktok.com/@jogikhurana1/video/7085771042760723718,https://www.tiktok.com/@jogikhurana1/video/7069802903392849158,https://www.tiktok.com/@jogikhurana1/video/7069551172272540934,https://www.tiktok.com/@jogikhurana1/video/7066695087039745285,https://www.tiktok.com/@jogikhurana1/video/7033443833111203077,https://www.tiktok.com/@jogikhurana1/video/7023130633643871493,https://www.tiktok.com/@jogikhurana1/video/7021699446501117190,https://www.tiktok.com/@jogikhurana1/video/7021165288934608134,https://www.tiktok.com/@jogikhurana1/video/7016312336621374726,https://www.tiktok.com/@jogikhurana1/video/7013474710684060933,https://www.tiktok.com/@jogikhurana1/video/7012990366177578246,https://www.tiktok.com/@jogikhurana1/video/7007793437990767877,https://www.tiktok.com/@jogikhurana1/video/7003523749618208005,https://www.tiktok.com/@jogikhurana1/video/7003415303803751686,https://www.tiktok.com/@jogikhurana1/video/7003414362429967622,https://www.tiktok.com/@jogikhurana1/video/7000582004609666310,https://www.tiktok.com/@jogikhurana1/video/6995540181789019397,https://www.tiktok.com/@jogikhurana1/video/6976392723519638789,https://www.tiktok.com/@jogikhurana1/video/6975003573155400965,https://www.tiktok.com/@jogikhurana1/video/6972536426990669061,https://www.tiktok.com/@jogikhurana1/video/6971068392086310150,https://www.tiktok.com/@jogikhurana1/video/6969640908111269126,https://www.tiktok.com/@jogikhurana1/video/6965516299019619590,https://www.tiktok.com/@jogikhurana1/video/6964164770794720518,https://www.tiktok.com/@jogikhurana1/video/6964114918861769990,https://www.tiktok.com/@jogikhurana1/video/6963841586228743429,https://www.tiktok.com/@jogikhurana1/video/6957417539336998150,https://www.tiktok.com/@jogikhurana1/video/6950034166935309574",https://www.tiktok.com/@undefined,"Cantabria, Santander",25-34,89.0,11.0,Relaciones y Sexualidad,Psicología,30 – 150€
t.m__01,0.4108843537414965,0.0027210884353741,0.4081632653061224,809,25,300,"https://www.tiktok.com/@t.m__01/video/7043216037629758725,https://www.tiktok.com/@t.m__01/video/7043206706096033030,https://www.tiktok.com/@t.m__01/video/7042482655538973957,https://www.tiktok.com/@t.m__01/video/7042472667252804869,https://www.tiktok.com/@t.m__01/video/7042454921928576261,https://www.tiktok.com/@t.m__01/video/7042414566965251333,https://www.tiktok.com/@t.m__01/video/7042408753500572933,https://www.tiktok.com/@t.m__01/video/7042406019435138309,https://www.tiktok.com/@t.m__01/video/7042399852382227718,https://www.tiktok.com/@t.m__01/video/7042396064007113990,https://www.tiktok.com/@t.m__01/video/7042392982003240198,https://www.tiktok.com/@t.m__01/video/7041679655841172741,https://www.tiktok.com/@t.m__01/video/7040946337285704965,https://www.tiktok.com/@t.m__01/video/7040908899037220101,https://www.tiktok.com/@t.m__01/video/7040245706698919174,https://www.tiktok.com/@t.m__01/video/7040234591042555141,https://www.tiktok.com/@t.m__01/video/7040233206049803526,https://www.tiktok.com/@t.m__01/video/7040231069827779845,https://www.tiktok.com/@t.m__01/video/7040230151010913542,https://www.tiktok.com/@t.m__01/video/7040229846043168006,https://www.tiktok.com/@t.m__01/video/7040229042615897350",https://www.tiktok.com/@t.m__01,"Murcia, Murcia",35-44,55.65,44.35,Moda y Belleza,Alimentación y Recetas,30 – 150€
sxsnicker,6.75,0.575,6.175,5096,16,247,"https://www.tiktok.com/@sxsnicker/video/6718864395750903046,https://www.tiktok.com/@sxsnicker/video/6718766958252182789,https://www.tiktok.com/@sxsnicker/video/6718427842029358342,https://www.tiktok.com/@sxsnicker/video/6718154597656988933",https://www.tiktok.com/@sxsnicker,"Islas Canarias, Las Palmas",35-44,70.75,29.25,Animales,Medio Ambiente,30 – 150€
t.jsy3,0.0560509554140127,0.0025477707006369,0.0535031847133758,872,264,42,"https://www.tiktok.com/@t.jsy3/video/7027969703897222446,https://www.tiktok.com/@t.jsy3/video/7026174815832673582,https://www.tiktok.com/@t.jsy3/video/7024283784572914991,https://www.tiktok.com/@t.jsy3/video/7022828081450650885,https://www.tiktok.com/@t.jsy3/video/7022824100418669830",https://www.tiktok.com/@t.jsy3,"Extremadura, Badajoz",35-44,61.49,38.51,Ciencia y Tecnología,Inteligencia Artificial,30 – 150€
hmmm2.2,0.5267857142857143,0.0267857142857142,0.5,846,68,1973,https://www.tiktok.com/@hmmm2.2/video/7246092727543270698,https://www.tiktok.com/@hmmm2.2,"Islas Baleares, Palma",35-44,93.85,6.15,Arte y Cultura,Cine y Series,30 – 150€
ipyonaracosta,0.0402152641878669,0.0018101761252446,0.0384050880626223,864,74,8252,"https://www.tiktok.com/@ipyonaracosta/video/7258428934218419461,https://www.tiktok.com/@ipyonaracosta/video/7256526088862584070,https://www.tiktok.com/@ipyonaracosta/video/7255108008127122693,https://www.tiktok.com/@ipyonaracosta/video/7249362502528617733,https://www.tiktok.com/@ipyonaracosta/video/7247941534962781445,https://www.tiktok.com/@ipyonaracosta/video/7242122356133580037,https://www.tiktok.com/@ipyonaracosta/video/7239446228751142150,https://www.tiktok.com/@ipyonaracosta/video/7236075205540564230,https://www.tiktok.com/@ipyonaracosta/video/7233182484865895685,https://www.tiktok.com/@ipyonaracosta/video/7231976937613217030,https://www.tiktok.com/@ipyonaracosta/video/7230158786869103877,https://www.tiktok.com/@ipyonaracosta/video/7229350229789773061,https://www.tiktok.com/@ipyonaracosta/video/7227868680946715910,https://www.tiktok.com/@ipyonaracosta/video/7226835572919241990,https://www.tiktok.com/@ipyonaracosta/video/7226092332179819782,https://www.tiktok.com/@ipyonaracosta/video/7225724937242234117,https://www.tiktok.com/@ipyonaracosta/video/7225301157839654150,https://www.tiktok.com/@ipyonaracosta/video/7223186060925242630,https://www.tiktok.com/@ipyonaracosta/video/7222630619832962310,https://www.tiktok.com/@ipyonaracosta/video/7221251627804560646,https://www.tiktok.com/@ipyonaracosta/video/7218993904442445062,https://www.tiktok.com/@ipyonaracosta/video/7218635610465012998,https://www.tiktok.com/@ipyonaracosta/video/7218213217867156741,https://www.tiktok.com/@ipyonaracosta/video/7217859770731023622,https://www.tiktok.com/@ipyonaracosta/video/7216742322451598598,https://www.tiktok.com/@ipyonaracosta/video/7216356217180982534,https://www.tiktok.com/@ipyonaracosta/video/7212394512172305669,https://www.tiktok.com/@ipyonaracosta/video/7210768468570803462,https://www.tiktok.com/@ipyonaracosta/video/7208917226169093381,https://www.tiktok.com/@ipyonaracosta/video/7208140450929118469,https://www.tiktok.com/@ipyonaracosta/video/7207464428244110598,https://www.tiktok.com/@ipyonaracosta/video/7205300730314509573,https://www.tiktok.com/@ipyonaracosta/video/7203465609345043718,https://www.tiktok.com/@ipyonaracosta/video/7202381999699414277,https://www.tiktok.com/@ipyonaracosta/video/7201633438288448773",https://www.tiktok.com/@ipyonaracosta,"Navarra, Pamplona",35-44,53.73,46.27,Política,Negocios y Finanzas,30 – 150€
hm___am,0.1591111111111111,0.015026455026455,0.144084656084656,906,766,3497,"https://www.tiktok.com/@hm___am/video/7260166326201732357,https://www.tiktok.com/@hm___am/video/7260064932115401989,https://www.tiktok.com/@hm___am/video/7255730585409277189,https://www.tiktok.com/@hm___am/video/7233042981002022149,https://www.tiktok.com/@hm___am/video/7187851936224267526,https://www.tiktok.com/@hm___am/video/7186730323177114886,https://www.tiktok.com/@hm___am/video/7183936881346874630,https://www.tiktok.com/@hm___am/video/7156849854143008005,https://www.tiktok.com/@hm___am/video/7153240644599745797,https://www.tiktok.com/@hm___am/video/7151476211384929541,https://www.tiktok.com/@hm___am/video/7145071418294734086,https://www.tiktok.com/@hm___am/video/7144401605666802949,https://www.tiktok.com/@hm___am/video/7139107319161376006,https://www.tiktok.com/@hm___am/video/7136918673679289606,https://www.tiktok.com/@hm___am/video/7136620286538960133,https://www.tiktok.com/@hm___am/video/7123927905876348166,https://www.tiktok.com/@hm___am/video/7098305144328097025,https://www.tiktok.com/@hm___am/video/7095667177537228034,https://www.tiktok.com/@hm___am/video/7093590491341524226,https://www.tiktok.com/@hm___am/video/7084709980615576833,https://www.tiktok.com/@hm___am/video/7034383680395087105,https://www.tiktok.com/@hm___am/video/7028182890450078977,https://www.tiktok.com/@hm___am/video/7025982688091737346,https://www.tiktok.com/@hm___am/video/7021595106947976450,https://www.tiktok.com/@hm___am/video/7003023755983326465,https://www.tiktok.com/@hm___am/video/6967691199750704386,https://www.tiktok.com/@hm___am/video/6966684795900300546,https://www.tiktok.com/@hm___am/video/6964602446786104577,https://www.tiktok.com/@hm___am/video/6964275287676701954,https://www.tiktok.com/@hm___am/video/6954943218194681090,https://www.tiktok.com/@hm___am/video/6952394177527270658,https://www.tiktok.com/@hm___am/video/6951492118246362370,https://www.tiktok.com/@hm___am/video/6950347080799980802,https://www.tiktok.com/@hm___am/video/6914027511802383617,https://www.tiktok.com/@hm___am/video/6913672554502720769",https://www.tiktok.com/@hm___am,"Catalunya, Barcelona",35-44,53.88,46.12,Cine y Series,Videojuegos,30 – 150€
alexis._.babes,0.0067051049494687,9.71754340502e-05,0.0066079295154185,5448,153,95600,"https://www.tiktok.com/@alexis._.babes/video/7265468493619924266,https://www.tiktok.com/@alexis._.babes/video/7265406659147664682,https://www.tiktok.com/@alexis._.babes/video/7264375687522405674,https://www.tiktok.com/@alexis._.babes/video/7263169085805022507,https://www.tiktok.com/@alexis._.babes/video/7262379177884814638,https://www.tiktok.com/@alexis._.babes/video/7262121927454657838,https://www.tiktok.com/@alexis._.babes/video/7261759948281941291,https://www.tiktok.com/@alexis._.babes/video/7261314824066387246,https://www.tiktok.com/@alexis._.babes/video/7260890799003405610,https://www.tiktok.com/@alexis._.babes/video/7260109941753777454,https://www.tiktok.com/@alexis._.babes/video/7259735157148585262,https://www.tiktok.com/@alexis._.babes/video/7259446500160277803,https://www.tiktok.com/@alexis._.babes/video/7257693102163463470,https://www.tiktok.com/@alexis._.babes/video/7256980814502677802,https://www.tiktok.com/@alexis._.babes/video/7256051862816738606,https://www.tiktok.com/@alexis._.babes/video/7255857280493849902,https://www.tiktok.com/@alexis._.babes/video/7255467789803310382,https://www.tiktok.com/@alexis._.babes/video/7254636090576047406,https://www.tiktok.com/@alexis._.babes/video/7254320152697654570,https://www.tiktok.com/@alexis._.babes/video/7253927440555281710,https://www.tiktok.com/@alexis._.babes/video/7253512221483978027,https://www.tiktok.com/@alexis._.babes/video/7252909316959898926,https://www.tiktok.com/@alexis._.babes/video/7252511863492119851,https://www.tiktok.com/@alexis._.babes/video/7252432533093240106,https://www.tiktok.com/@alexis._.babes/video/7252137819383090475,https://www.tiktok.com/@alexis._.babes/video/7252044746636479786,https://www.tiktok.com/@alexis._.babes/video/7249342595191573803,https://www.tiktok.com/@alexis._.babes/video/7248448893086682414,https://www.tiktok.com/@alexis._.babes/video/7247654522217237806,https://www.tiktok.com/@alexis._.babes/video/7246178062147095851,https://www.tiktok.com/@alexis._.babes/video/7245745334347894058,https://www.tiktok.com/@alexis._.babes/video/7245312659271339307,https://www.tiktok.com/@alexis._.babes/video/7245048165349575982,https://www.tiktok.com/@alexis._.babes/video/7244687974355684654",https://www.tiktok.com/@undefined,"Madrid, Madrid",35-44,73.35,26.65,Noticias y Actualidad,Política,30 – 150€
edanqb,3.0526315789473686,0.1008771929824561,2.951754385964912,2914,3001,1062,https://www.tiktok.com/@edanqb/video/7113223180914838790,https://www.tiktok.com/@edanqb,"Extremadura, Badajoz",18-24,82.58,17.42,Noticias y Actualidad,Medio Ambiente,30 – 150€
macybodenheimer,0.0611863945578231,0.0017578231292517,0.0594285714285714,10500,261,2400000,"https://www.tiktok.com/@macybodenheimer/video/7247204851241766190,https://www.tiktok.com/@macybodenheimer/video/7241703722093481259,https://www.tiktok.com/@macybodenheimer/video/7241332754263264558,https://www.tiktok.com/@macybodenheimer/video/7199828590593183019,https://www.tiktok.com/@macybodenheimer/video/7199486048727043371,https://www.tiktok.com/@macybodenheimer/video/7199471046804671786,https://www.tiktok.com/@macybodenheimer/video/7199453995960683819,https://www.tiktok.com/@macybodenheimer/video/7198636469110492459,https://www.tiktok.com/@macybodenheimer/video/7197205158613273902,https://www.tiktok.com/@macybodenheimer/video/7196810845240855854,https://www.tiktok.com/@macybodenheimer/video/7196114969295965482,https://www.tiktok.com/@macybodenheimer/video/7196044452501212458,https://www.tiktok.com/@macybodenheimer/video/7194611086941752618,https://www.tiktok.com/@macybodenheimer/video/7194203557401464110,https://www.tiktok.com/@macybodenheimer/video/7193013967185333546,https://www.tiktok.com/@macybodenheimer/video/7192036632936271150,https://www.tiktok.com/@macybodenheimer/video/7189473077242121514,https://www.tiktok.com/@macybodenheimer/video/7188688610055507242,https://www.tiktok.com/@macybodenheimer/video/7188626695086181675,https://www.tiktok.com/@macybodenheimer/video/7186822976325569834,https://www.tiktok.com/@macybodenheimer/video/7186451301700537646,https://www.tiktok.com/@macybodenheimer/video/7186382995442601262,https://www.tiktok.com/@macybodenheimer/video/7186108726795849006,https://www.tiktok.com/@macybodenheimer/video/7184862954595323182,https://www.tiktok.com/@macybodenheimer/video/7184543316116098346,https://www.tiktok.com/@macybodenheimer/video/7184201808615591211,https://www.tiktok.com/@macybodenheimer/video/7184193145330994475,https://www.tiktok.com/@macybodenheimer/video/7183085985582845230,https://www.tiktok.com/@macybodenheimer/video/7182718456364846382,https://www.tiktok.com/@macybodenheimer/video/7182299801088789802,https://www.tiktok.com/@macybodenheimer/video/7180129430008909098,https://www.tiktok.com/@macybodenheimer/video/7179756326673730859,https://www.tiktok.com/@macybodenheimer/video/7179756080052915498,https://www.tiktok.com/@macybodenheimer/video/7178686058375220523,https://www.tiktok.com/@macybodenheimer/video/7178650108735671598",https://www.tiktok.com/@undefined,"Extremadura, Badajoz",35-44,83.71,16.29,Salud y Bienestar,Psicología,150 – 500€
kapilkalall,0.0039127803623435,3.42675592874e-05,0.003878512803056,377700,21,5900000,"https://www.tiktok.com/@kapilkalall/video/6842711031333031170,https://www.tiktok.com/@kapilkalall/video/6841178605846826242,https://www.tiktok.com/@kapilkalall/video/6837728168711965954,https://www.tiktok.com/@kapilkalall/video/6836927881667562753,https://www.tiktok.com/@kapilkalall/video/6826271309933071618,https://www.tiktok.com/@kapilkalall/video/6822884660842876161,https://www.tiktok.com/@kapilkalall/video/6822617981697150209,https://www.tiktok.com/@kapilkalall/video/6822591863355116801,https://www.tiktok.com/@kapilkalall/video/6820329199639776513,https://www.tiktok.com/@kapilkalall/video/6818388799114972417,https://www.tiktok.com/@kapilkalall/video/6817723936789286146,https://www.tiktok.com/@kapilkalall/video/6817116078330694913,https://www.tiktok.com/@kapilkalall/video/6816567686521277697,https://www.tiktok.com/@kapilkalall/video/6816336719755955458,https://www.tiktok.com/@kapilkalall/video/6816307404129520898,https://www.tiktok.com/@kapilkalall/video/6816231594551037186,https://www.tiktok.com/@kapilkalall/video/6815558773634108674,https://www.tiktok.com/@kapilkalall/video/6815505734621482242,https://www.tiktok.com/@kapilkalall/video/6814859298460552449,https://www.tiktok.com/@kapilkalall/video/6814856473449876737,https://www.tiktok.com/@kapilkalall/video/6814834105545493761,https://www.tiktok.com/@kapilkalall/video/6814412366021709057,https://www.tiktok.com/@kapilkalall/video/6814109253901520129,https://www.tiktok.com/@kapilkalall/video/6814057657469553921,https://www.tiktok.com/@kapilkalall/video/6813706172487535873,https://www.tiktok.com/@kapilkalall/video/6813320644500016385,https://www.tiktok.com/@kapilkalall/video/6812966690222132481,https://www.tiktok.com/@kapilkalall/video/6812847724682136833,https://www.tiktok.com/@kapilkalall/video/6812608944272379137,https://www.tiktok.com/@kapilkalall/video/6812560811026877698,https://www.tiktok.com/@kapilkalall/video/6812496243063803138,https://www.tiktok.com/@kapilkalall/video/6811823390505176322,https://www.tiktok.com/@kapilkalall/video/6811534858397945090,https://www.tiktok.com/@kapilkalall/video/6811410107398622466,https://www.tiktok.com/@kapilkalall/video/6811076941442010369",https://www.tiktok.com/@undefined,"Catalunya, Barcelona",25-34,82.64,17.36,Noticias y Actualidad,Medio Ambiente,"1,500 – 7,000€"
